seqid	sample	count	domain	phylum	class	order	family	genus	species
a4a70a60e9ed337101b0ed096d1c5b1a	P28309_1048	22	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter difficilis
a4a70a60e9ed337101b0ed096d1c5b1a	P28309_1054	41	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter difficilis
ccb309f63e0630c7323742313ec579c6	P28309_1046	23	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
ccb309f63e0630c7323742313ec579c6	P28309_1048	26	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
ccb309f63e0630c7323742313ec579c6	P28309_1050	96	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
ccb309f63e0630c7323742313ec579c6	P28309_1051	26	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
ccb309f63e0630c7323742313ec579c6	P28309_1054	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
cd204455b3ae861b078ca7539b7df541	P28309_1046	24	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	NA
cd204455b3ae861b078ca7539b7df541	P28309_1051	41	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	NA
cd204455b3ae861b078ca7539b7df541	P28309_1055	139	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	NA
3607cebde8a3378039417ddb70caf8fb	P28309_1048	203	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	Planktophila	Planktophila sp015660815
e5c8fefc796282c4b6ca5ed40bb81836	P28309_1042	31	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp012837155
e5c8fefc796282c4b6ca5ed40bb81836	P28309_1051	39	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp012837155
e5c8fefc796282c4b6ca5ed40bb81836	P28309_1052	23	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp012837155
3fae445e19ee90ad248d81d35f3fe15d	P28309_1043	52	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
3fae445e19ee90ad248d81d35f3fe15d	P28309_1046	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
3fae445e19ee90ad248d81d35f3fe15d	P28309_1047	8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
3fae445e19ee90ad248d81d35f3fe15d	P28309_1048	105	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	NA
0c784875987102fad69a8ee02b21afb6	P28309_1042	17	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1043	10	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1046	11	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1048	62	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1050	49	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1051	23	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
0c784875987102fad69a8ee02b21afb6	P28309_1052	28	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
8e25fd94df5440b8773609d139e0ccf9	P28309_1046	53	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
8e25fd94df5440b8773609d139e0ccf9	P28309_1048	29	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
8e25fd94df5440b8773609d139e0ccf9	P28309_1051	61	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
8e25fd94df5440b8773609d139e0ccf9	P28309_1054	57	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
df82e27c9988efee9791835a36927196	P28309_1056	72	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
df82e27c9988efee9791835a36927196	P28309_1057	128	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
f7a02dc5be2de5dec32641a86cee2309	P28309_1042	48	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	NA
f7a02dc5be2de5dec32641a86cee2309	P28309_1043	22	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	NA
f7a02dc5be2de5dec32641a86cee2309	P28309_1046	62	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	NA
f7a02dc5be2de5dec32641a86cee2309	P28309_1047	28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	NA
f7a02dc5be2de5dec32641a86cee2309	P28309_1048	39	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	NA
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1042	25	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1046	35	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1048	21	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1051	55	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1052	29	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
ebbb68c5851d90e8694b00eb4c04bfd2	P28309_1054	34	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp000485495
394c4653c3847088811cee793bd5ec72	P28309_1043	7	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp903891045
394c4653c3847088811cee793bd5ec72	P28309_1044	68	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp903891045
394c4653c3847088811cee793bd5ec72	P28309_1046	8	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp903891045
394c4653c3847088811cee793bd5ec72	P28309_1047	6	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp903891045
394c4653c3847088811cee793bd5ec72	P28309_1048	110	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp903891045
6ecfc8a385833a185a473b2eec5ba36b	P28309_1044	37	Bacteria	Actinobacteriota	Actinomycetia	Nanopelagicales	S36-B12	GCA-2737125	GCA-2737125 sp009694585
cb8b49ebd39b8dcccd25037d24a939a5	P28309_1052	196	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
d71b475a89760bd4da6dff5f4dafbab8	P28309_1052	23	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
d71b475a89760bd4da6dff5f4dafbab8	P28309_1054	78	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
d71b475a89760bd4da6dff5f4dafbab8	P28309_1056	95	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	NA	NA
250cc5ee63ad3b7b6462be70bc5f21c4	P28309_1042	34	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
250cc5ee63ad3b7b6462be70bc5f21c4	P28309_1043	14	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
250cc5ee63ad3b7b6462be70bc5f21c4	P28309_1046	32	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
250cc5ee63ad3b7b6462be70bc5f21c4	P28309_1048	53	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
250cc5ee63ad3b7b6462be70bc5f21c4	P28309_1052	62	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
0aaa75f69a989df3cc6c93e0e3de5d30	P28309_1046	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
83a500198590383297fb97385bb0c4bf	P28309_1046	15	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	Methylobacter tundripaludum
83a500198590383297fb97385bb0c4bf	P28309_1047	4	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	Methylobacter tundripaludum
83a500198590383297fb97385bb0c4bf	P28309_1048	175	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	Methylobacter tundripaludum
4b168fe54bfc06c0f97f08dc5a89cdfd	P28309_1050	194	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	CFH-S0501	CFH-S0501 sp011059135
365a3163abf3def8cc7157ce105a2034	P28309_1055	194	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
e840bac2749711d35d5bc5590b2cfd21	P28309_1042	12	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
e840bac2749711d35d5bc5590b2cfd21	P28309_1044	57	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
e840bac2749711d35d5bc5590b2cfd21	P28309_1046	55	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
e840bac2749711d35d5bc5590b2cfd21	P28309_1051	28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
e840bac2749711d35d5bc5590b2cfd21	P28309_1054	40	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAIKVZ01	CAIKVZ01 sp903838565
f3ca584e496ef944e817888b93b724bf	P28309_1046	4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
f3ca584e496ef944e817888b93b724bf	P28309_1048	188	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
6515416ecfb330521e4e34b2e8326e16	P28309_1050	192	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
cac37e39df2461953f24398212940edf	P28309_1051	16	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	MAG-120531 sp000173115
cac37e39df2461953f24398212940edf	P28309_1052	7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	MAG-120531 sp000173115
cac37e39df2461953f24398212940edf	P28309_1056	163	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	MAG-120531 sp000173115
637650288bae905b394322d19bfd7cf8	P28309_1042	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus thioparus
637650288bae905b394322d19bfd7cf8	P28309_1048	143	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus thioparus
637650288bae905b394322d19bfd7cf8	P28309_1050	39	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus thioparus
b3b32d5a1d2947686b31078ba3052a91	P28309_1046	31	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	UBA1547	NA
b3b32d5a1d2947686b31078ba3052a91	P28309_1048	139	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	UBA1547	NA
b3b32d5a1d2947686b31078ba3052a91	P28309_1051	21	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	UBA1547	NA
401bd20837c1968395de7e8ebe1f80c6	P28309_1055	191	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans sp001269365
bd9640b2473509c4f33998929ec0f812	P28309_1042	85	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
bd9640b2473509c4f33998929ec0f812	P28309_1043	25	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
bd9640b2473509c4f33998929ec0f812	P28309_1051	34	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
bd9640b2473509c4f33998929ec0f812	P28309_1052	45	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
8df9b1099126efc88352ec840a6106c3	P28309_1046	189	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
9eea52cd89f256f5e3667b12feedacfd	P28309_1046	189	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus rigui
b63f4fe194d8210df9f14ff0a19a15e7	P28309_1048	189	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	UBA1547	NA
019a60b51bc40fd9dbfafe2459e92b65	P28309_1042	17	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1043	11	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1046	8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1047	11	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1048	13	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1050	32	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1051	20	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
019a60b51bc40fd9dbfafe2459e92b65	P28309_1052	15	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	Methylopumilus sp903953055
d0645cf7c1e0b0c8917b3acd51385e4d	P28309_1057	187	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
93185103563e99d5dbd1111548078ed7	P28309_1042	20	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1043	12	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1048	11	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1050	43	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1051	45	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1052	19	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
93185103563e99d5dbd1111548078ed7	P28309_1054	36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Nitrotoga	Nitrotoga sp002470125
7e518f6e8260462730bbc5bac23f61a9	P28309_1042	21	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1043	8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1046	6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1048	3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1050	74	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1051	47	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
7e518f6e8260462730bbc5bac23f61a9	P28309_1052	26	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA4660	UBA4660 sp016722445
d1373260b29ce93fa6d4f3a88bc36773	P28309_1046	185	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
f80c10e2e02852e4e4a1e9d0ef82b507	P28309_1046	94	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
f80c10e2e02852e4e4a1e9d0ef82b507	P28309_1048	7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
f80c10e2e02852e4e4a1e9d0ef82b507	P28309_1054	84	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
bd6b3a4aa978517b29c5481026118137	P28309_1042	77	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp000310245
bd6b3a4aa978517b29c5481026118137	P28309_1050	39	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp000310245
bd6b3a4aa978517b29c5481026118137	P28309_1052	68	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp000310245
e50d1b9d0af53f40c93288d12ed0d405	P28309_1044	58	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
e50d1b9d0af53f40c93288d12ed0d405	P28309_1048	53	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
e50d1b9d0af53f40c93288d12ed0d405	P28309_1054	49	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
857c4e5e0b55325db9743b510c1fa731	P28309_1046	13	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA5272	UBA11704	UBA11704 sp903834855
857c4e5e0b55325db9743b510c1fa731	P28309_1047	12	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA5272	UBA11704	UBA11704 sp903834855
857c4e5e0b55325db9743b510c1fa731	P28309_1048	159	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA5272	UBA11704	UBA11704 sp903834855
2a2d296d6ab08ab8999dbf77d3a98762	P28309_1042	50	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp002379095
2a2d296d6ab08ab8999dbf77d3a98762	P28309_1043	32	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp002379095
2a2d296d6ab08ab8999dbf77d3a98762	P28309_1044	49	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp002379095
2a2d296d6ab08ab8999dbf77d3a98762	P28309_1046	18	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp002379095
2a2d296d6ab08ab8999dbf77d3a98762	P28309_1048	2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp002379095
eb3ec6bb2fa0c89ce1cbb63c9d8ddd8f	P28309_1050	72	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
af1fd9b5ef81c45680bb1b166caa08a4	P28309_1050	180	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	Tsuneonella sp007065885
4bff8fed4db811222bb276379c1d3298	P28309_1046	179	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	NA
c08447ecf69f87915b73de536080a1de	P28309_1044	103	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA45	Gp6-AA45 sp016195265
d1bc379d15020b103af601f7aff82103	P28309_1057	178	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	Nevskia ramosa
d7d650975cf318371d55cd5480ba1820	P28309_1051	13	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
fe2f90c8c084932933833a3a648b1185	P28309_1042	24	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWOQ01	QWOQ01 sp003669585
fe2f90c8c084932933833a3a648b1185	P28309_1043	6	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWOQ01	QWOQ01 sp003669585
fe2f90c8c084932933833a3a648b1185	P28309_1044	122	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWOQ01	QWOQ01 sp003669585
fe2f90c8c084932933833a3a648b1185	P28309_1046	18	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWOQ01	QWOQ01 sp003669585
fe2f90c8c084932933833a3a648b1185	P28309_1047	7	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWOQ01	QWOQ01 sp003669585
11c192ca47293df7d3c26138fd796fe1	P28309_1042	48	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gawalongense
11c192ca47293df7d3c26138fd796fe1	P28309_1050	66	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gawalongense
11c192ca47293df7d3c26138fd796fe1	P28309_1051	28	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gawalongense
11c192ca47293df7d3c26138fd796fe1	P28309_1052	34	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gawalongense
3d2582c45d0bf261d5142f1b16fa92b5	P28309_1042	8	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA2206	UBA8518	UBA8518 sp903841185
3d2582c45d0bf261d5142f1b16fa92b5	P28309_1048	168	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA2206	UBA8518	UBA8518 sp903841185
c2bf257bd7a72bc37439b01bb7193765	P28309_1057	176	Bacteria	Firmicutes	Bacilli	Tumebacillales	Effusibacillaceae	SkT53	SkT53 sp015097055
fdf79b2352da82f67612a0d3fa98c598	P28309_1042	28	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	NA
fdf79b2352da82f67612a0d3fa98c598	P28309_1046	35	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	NA
fdf79b2352da82f67612a0d3fa98c598	P28309_1048	11	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	NA
fdf79b2352da82f67612a0d3fa98c598	P28309_1050	49	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	NA
fdf79b2352da82f67612a0d3fa98c598	P28309_1054	52	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylopumilus	NA
b0a42ba762e48c39cbe440b5b8e29bf1	P28309_1054	174	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium sp005502875
be9215370e059c5b68148d2fc059079a	P28309_1042	82	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
be9215370e059c5b68148d2fc059079a	P28309_1043	10	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
be9215370e059c5b68148d2fc059079a	P28309_1051	43	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	NA
